130,7-2-2022,Goiás,Monitor,7,1200.00 
131,11-7-2022,Mato Grosso,Impressora,6,699.00 
132,12-14-2022,Maranhão,Webcam,5,150.00 
133,12-27-2022,Paraíba,Webcam,4,150.00 
134,7-6-2022,São Paulo,Impressora,7,699.00 
135,9-5-2022,Minas Gerais,Tablet,3,1349.00 
136,1-24-2022,Pará,Teclado,7,180.00 
137,9-10-2022,Rio Grande do Norte,Nobreak,6,1279.00 
138,9-14-2022,Rio de Janeiro,Teclado,9,180.00 
139,6-23-2022,Rio de Janeiro,Monitor,9,1200.00 
140,5-16-2022,Rio de Janeiro,Impressora,9,699.00 
141,8-10-2022,Piauí,Tablet,8,1349.00 
142,4-21-2022,São Paulo,Tablet,5,1349.00 
143,8-29-2022,Pará,Mouse,3,112.00 
144,10-12-2022,São Paulo,Mouse,10,112.00 
145,11-2-2022,Sergipe,Caixa de som,9,79.00 
146,5-26-2022,São Paulo,Webcam,6,150.00 
147,11-27-2022,Rio de Janeiro,Caixa de som,8,79.00 
148,6-16-2022,Distrito Federal,Impressora,7,699.00 
149,5-15-2022,Bahia,Tablet,10,1349.00 
150,8-9-2022,Bahia,Mouse,4,112.00 
151,12-28-2022,Goiás,Monitor,7,1200.00 
152,7-23-2022,Mato Grosso,PC,2,5900.00 
153,3-30-2022,São Paulo,PC,10,5900.00 
154,3-22-2022,Pernambuco,Notebook,9,3789.00 
155,5-29-2022,Pernambuco,Impressora,2,699.00 
156,11-22-2022,São Paulo,Teclado,9,180.00 
157,12-22-2022,Minas Gerais,Impressora,10,699.00 
158,12-18-2022,Goiás,Notebook,5,3789.00 
159,3-12-2022,Pará,PC,7,5900.00 
160,4-17-2022,Rio Grande do Sul,Mouse,9,112.00 
161,10-18-2022,Goiás,Impressora,7,699.00 
162,11-13-2022,Pernambuco,Impressora,7,699.00 
163,1-10-2022,Goiás,Notebook,5,3789.00 
164,9-10-2022,Goiás,PC,3,5900.00 
165,8-26-2022,Bahia,Teclado,9,180.00 
166,7-16-2022,São Paulo,Impressora,3,699.00 
167,2-3-2022,Minas Gerais,Caixa de som,10,79.00 
168,5-22-2022,Pernambuco,Impressora,4,699.00 
169,10-7-2022,Goiás,Teclado,1,180.00 
170,10-20-2022,Santa Catarina,Monitor,7,1200.00 
171,3-21-2022,Paraná,Notebook,4,3789.00 
172,9-10-2022,São Paulo,Mouse,7,112.00 
173,1-22-2022,Bahia,Mouse,2,112.00 
174,1-29-2022,Minas Gerais,Teclado,5,180.00 
175,5-4-2022,Tocantins,PC,2,5900.00 
176,8-27-2022,Minas Gerais,Monitor,7,1200.00 
177,5-16-2022,São Paulo,Monitor,7,1200.00 
178,10-25-2022,Rio de Janeiro,Mouse,10,112.00 
179,12-25-2022,São Paulo,Teclado,10,180.00 
180,11-29-2022,São Paulo,Monitor,4,1200.00 
181,9-12-2022,Bahia,Impressora,2,699.00 
182,3-26-2022,Paraná,Webcam,6,150.00 
183,2-22-2022,Goiás,Nobreak,6,1279.00 
184,3-30-2022,Espírito Santo,Caixa de som,5,79.00 
185,12-16-2022,São Paulo,Impressora,3,699.00 
186,7-11-2022,Rio Grande do Sul,PC,4,5900.00 
187,8-25-2022,Santa Catarina,Monitor,2,1200.00 
188,6-15-2022,Bahia,Nobreak,6,1279.00 
189,7-20-2022,Santa Catarina,PC,10,5900.00 
190,8-31-2022,Espírito Santo,Caixa de som,7,79.00 
191,1-23-2022,Distrito Federal,Impressora,5,699.00 
192,11-7-2022,Tocantins,Impressora,7,699.00 
193,6-6-2022,Paraná,PC,3,5900.00 
194,4-30-2022,Goiás,Tablet,2,1349.00 
195,9-16-2022,São Paulo,Notebook,6,3789.00 
196,5-28-2022,São Paulo,Notebook,1,3789.00 
197,7-23-2022,Goiás,Notebook,1,3789.00 
198,9-23-2022,Rio de Janeiro,Nobreak,2,1279.00 
199,11-6-2022,São Paulo,Monitor,10,1200.00 
200,5-11-2022,Distrito Federal,Monitor,2,1200.00 
201,6-17-2022,Rio de Janeiro,Notebook,7,3789.00 
202,9-17-2022,São Paulo,Impressora,4,699.00 
203,3-8-2022,São Paulo,PC,9,5900.00 
204,11-16-2022,Rio Grande do Sul,Caixa de som,3,79.00 
205,11-26-2022,São Paulo,Webcam,2,150.00 
206,5-17-2022,São Paulo,Teclado,7,180.00 
207,8-16-2022,Rio Grande do Sul,Nobreak,2,1279.00 
208,2-29-2022,São Paulo,Mouse,5,112.00 
209,9-20-2022,São Paulo,Notebook,10,3789.00 
210,6-19-2022,São Paulo,Monitor,1,1200.00 
211,7-20-2022,Rio de Janeiro,Mouse,3,112.00 
212,5-21-2022,Minas Gerais,PC,4,5900.00 
213,2-13-2022,São Paulo,Mouse,7,112.00 
214,11-5-2022,São Paulo,Caixa de som,3,79.00 
215,7-31-2022,Goiás,Caixa de som,6,79.00 
216,8-1-2022,Minas Gerais,Monitor,10,1200.00 
217,2-15-2022,Rio Grande do Sul,Notebook,10,3789.00 
218,4-27-2022,São Paulo,Notebook,9,3789.00 
219,5-30-2022,São Paulo,Teclado,3,180.00 
220,9-16-2022,São Paulo,PC,8,5900.00 
221,6-12-2022,São Paulo,Caixa de som,6,79.00 
222,6-21-2022,Paraná,Monitor,7,1200.00 
223,6-14-2022,Rio de Janeiro,Webcam,3,150.00 
224,8-14-2022,São Paulo,Monitor,6,1200.00 
225,6-4-2022,São Paulo,Caixa de som,10,79.00 
226,9-18-2022,Rio Grande do Sul,Webcam,6,150.00 
227,8-13-2022,Espírito Santo,Teclado,6,180.00 
228,11-5-2022,Paraná,Teclado,3,180.00 
229,7-4-2022,Minas Gerais,Nobreak,7,1279.00 
230,7-26-2022,Espírito Santo,Teclado,10,180.00 
231,5-20-2022,Ceará,Teclado,4,180.00 
232,12-6-2022,São Paulo,Caixa de som,3,79.00 
233,2-26-2022,Rio Grande do Sul,PC,7,5900.00 
234,10-17-2022,Espírito Santo,PC,4,5900.00 
235,7-16-2022,Distrito Federal,PC,10,5900.00 
236,7-24-2022,Amazonas,Teclado,7,180.00 
237,6-7-2022,São Paulo,Webcam,4,150.00 
238,5-4-2022,São Paulo,Notebook,8,3789.00 
239,8-12-2022,São Paulo,Notebook,10,3789.00 
240,7-30-2022,Mato Grosso do Sul,Tablet,5,1349.00 
241,6-19-2022,São Paulo,Mouse,5,112.00 
242,4-20-2022,Alagoas,Impressora,2,699.00 
243,11-23-2022,São Paulo,Impressora,1,699.00 
244,8-14-2022,Rio de Janeiro,Caixa de som,3,79.00 
245,1-15-2022,São Paulo,Monitor,7,1200.00 
246,8-21-2022,São Paulo,Notebook,8,3789.00 
247,7-20-2022,Goiás,PC,7,5900.00 
248,7-7-2022,Maranhão,Impressora,4,699.00 
249,9-11-2022,São Paulo,Teclado,2,180.00 
250,4-29-2022,São Paulo,Mouse,6,112.00 
251,3-20-2022,Paraíba,Impressora,1,699.00 
252,3-13-2022,Rio Grande do Sul,PC,4,5900.00 
253,7-5-2022,São Paulo,PC,7,5900.00 
254,6-16-2022,Bahia,Teclado,1,180.00 
255,12-13-2022,Ceará,Notebook,7,3789.00 
256,4-7-2022,Minas Gerais,Mouse,1,112.00 
257,7-8-2022,São Paulo,Mouse,9,112.00 
258,6-19-2022,São Paulo,Tablet,7,1349.00 
259,6-13-2022,Pernambuco,Impressora,10,699.00 
260,3-10-2022,Goiás,PC,3,5900.00 
261,1-8-2022,São Paulo,Tablet,8,1349.00 
262,3-25-2022,Minas Gerais,Mouse,8,112.00 
263,3-4-2022,São Paulo,Notebook,8,3789.00 
264,5-12-2022,São Paulo,Notebook,5,3789.00 
265,5-1-2022,Bahia,Tablet,8,1349.00 
266,7-2-2022,Rio de Janeiro,Tablet,3,1349.00 
267,4-19-2022,Distrito Federal,PC,4,5900.00 
268,11-22-2022,Minas Gerais,Webcam,4,150.00 
269,11-10-2022,Ceará,Impressora,10,699.00 
270,4-18-2022,Sergipe,Tablet,9,1349.00 
271,6-10-2022,São Paulo,Mouse,1,112.00 
272,5-15-2022,São Paulo,PC,7,5900.00 
273,5-16-2022,Minas Gerais,Monitor,5,1200.00 
274,10-6-2022,São Paulo,PC,4,5900.00 
275,12-9-2022,São Paulo,Monitor,4,1200.00 
276,4-27-2022,Rio de Janeiro,Impressora,6,699.00 
277,3-31-2022,Rio de Janeiro,Impressora,2,699.00 
278,7-18-2022,Rio de Janeiro,Webcam,8,150.00 
279,2-12-2022,Santa Catarina,Impressora,6,699.00 
280,10-9-2022,Alagoas,Tablet,1,1349.00 
281,1-12-2022,Santa Catarina,Notebook,1,3789.00 
282,2-25-2022,Bahia,Monitor,9,1200.00 
283,10-4-2022,São Paulo,Teclado,4,180.00 
284,1-4-2022,Paraíba,Impressora,9,699.00 
285,7-16-2022,Espírito Santo,Impressora,5,699.00 
286,9-13-2022,Paraíba,Tablet,4,1349.00 
287,4-4-2022,Santa Catarina,PC,7,5900.00 
288,2-28-2022,Pernambuco,Monitor,3,1200.00 
289,11-8-2022,Rio de Janeiro,Nobreak,10,1279.00 
290,5-16-2022,Santa Catarina,Notebook,9,3789.00 
291,4-24-2022,São Paulo,Webcam,10,150.00 
292,2-20-2022,Ceará,Webcam,4,150.00 
293,11-4-2022,São Paulo,Mouse,8,112.00 
294,11-3-2022,Rio Grande do Sul,Notebook,2,3789.00 
295,7-25-2022,São Paulo,Mouse,2,112.00 
296,12-16-2022,Pernambuco,Impressora,2,699.00 
297,5-1-2022,São Paulo,Caixa de som,2,79.00 
298,10-19-2022,São Paulo,Monitor,2,1200.00 
299,3-29-2022,Ceará,Impressora,1,699.00 
300,1-25-2022,Goiás,Monitor,5,1200.00 
301,3-3-2022,Minas Gerais,Webcam,6,150.00 
302,6-9-2022,São Paulo,Nobreak,9,1279.00 
303,12-8-2022,São Paulo,Webcam,6,150.00 
304,8-7-2022,São Paulo,PC,9,5900.00 
305,12-20-2022,São Paulo,Notebook,1,3789.00 
306,5-23-2022,Bahia,Notebook,3,3789.00 
307,3-9-2022,Santa Catarina,Monitor,1,1200.00 
308,8-13-2022,Distrito Federal,Notebook,7,3789.00 
309,1-27-2022,Rio de Janeiro,Impressora,10,699.00 
310,7-23-2022,São Paulo,Caixa de som,1,79.00 
311,6-24-2022,São Paulo,Impressora,5,699.00 
312,7-28-2022,São Paulo,Monitor,9,1200.00 
313,4-10-2022,Minas Gerais,Impressora,2,699.00 
314,11-14-2022,Ceará,Notebook,3,3789.00 
315,4-17-2022,Rio de Janeiro,Impressora,9,699.00 
316,9-10-2022,Rio de Janeiro,Tablet,8,1349.00 
317,11-23-2022,Paraná,Mouse,6,112.00 
318,7-29-2022,Mato Grosso do Sul,Tablet,3,1349.00 
319,9-14-2022,São Paulo,Nobreak,7,1279.00 
320,8-3-2022,São Paulo,Caixa de som,2,79.00 
321,3-6-2022,Minas Gerais,Monitor,10,1200.00 
322,11-27-2022,Rio de Janeiro,PC,3,5900.00 
323,7-19-2022,São Paulo,Impressora,8,699.00 
324,4-7-2022,São Paulo,Caixa de som,9,79.00 
325,12-19-2022,Santa Catarina,Mouse,2,112.00 
326,4-24-2022,São Paulo,Nobreak,4,1279.00 
327,3-23-2022,Espírito Santo,PC,5,5900.00 
328,6-5-2022,Pará,Teclado,8,180.00 
329,12-6-2022,Paraná,Notebook,2,3789.00 
330,9-15-2022,Paraná,Notebook,9,3789.00 
331,2-19-2022,Minas Gerais,Monitor,7,1200.00 
332,10-15-2022,Tocantins,Webcam,9,150.00 
333,1-6-2022,Rio Grande do Sul,Tablet,4,1349.00 
334,7-3-2022,São Paulo,Teclado,7,180.00 
335,8-8-2022,São Paulo,Caixa de som,1,79.00 
336,5-27-2022,Minas Gerais,Notebook,10,3789.00 
337,11-10-2022,Minas Gerais,PC,10,5900.00 
338,6-20-2022,São Paulo,Impressora,3,699.00 
339,8-10-2022,Espírito Santo,PC,6,5900.00 
340,12-17-2022,Rondônia,Notebook,1,3789.00 
341,4-20-2022,São Paulo,Webcam,7,150.00 
342,7-31-2022,Rio de Janeiro,PC,3,5900.00 
343,12-20-2022,Rio Grande do Sul,Notebook,10,3789.00 
344,12-7-2022,Maranhão,PC,8,5900.00 
345,2-9-2022,Minas Gerais,Nobreak,5,1279.00 
346,9-4-2022,Rio Grande do Sul,Monitor,1,1200.00 
347,4-22-2022,Goiás,PC,10,5900.00 
348,1-11-2022,São Paulo,Nobreak,8,1279.00 
349,10-12-2022,Minas Gerais,PC,4,5900.00 
350,5-16-2022,São Paulo,Caixa de som,3,79.00 
351,7-17-2022,Minas Gerais,Impressora,3,699.00 
352,12-25-2022,Bahia,Monitor,8,1200.00 
353,8-9-2022,Mato Grosso do Sul,Mouse,1,112.00 
354,1-18-2022,São Paulo,Monitor,5,1200.00 
355,12-17-2022,Pernambuco,Monitor,3,1200.00 
356,7-20-2022,Rio Grande do Norte,Webcam,10,150.00 
357,9-13-2022,Minas Gerais,Notebook,3,3789.00 
358,6-24-2022,São Paulo,Nobreak,10,1279.00 
359,6-11-2022,Pará,Caixa de som,1,79.00 
360,4-7-2022,São Paulo,PC,2,5900.00 
361,5-28-2022,Santa Catarina,Caixa de som,9,79.00 
362,4-28-2022,São Paulo,Mouse,8,112.00 
363,2-10-2022,Amazonas,Notebook,7,3789.00 
364,5-28-2022,São Paulo,Teclado,10,180.00 
365,9-27-2022,Alagoas,PC,5,5900.00 
366,10-27-2022,São Paulo,Mouse,10,112.00 
367,4-2-2022,São Paulo,Monitor,8,1200.00 
368,11-27-2022,Bahia,Impressora,1,699.00 
369,8-20-2022,Pernambuco,Impressora,3,699.00 
370,10-7-2022,Ceará,Notebook,6,3789.00 
371,1-14-2022,Rio Grande do Sul,Tablet,3,1349.00 
372,5-1-2022,São Paulo,Tablet,10,1349.00 
373,9-27-2022,Minas Gerais,Impressora,10,699.00 
374,7-14-2022,Minas Gerais,PC,5,5900.00 
375,7-18-2022,São Paulo,Notebook,10,3789.00 
376,6-10-2022,Rio de Janeiro,Caixa de som,5,79.00 
377,1-4-2022,São Paulo,Impressora,3,699.00 
378,4-2-2022,São Paulo,Nobreak,2,1279.00 
379,4-6-2022,Sergipe,PC,3,5900.00 
380,1-9-2022,Distrito Federal,Mouse,6,112.00 
381,2-11-2022,Santa Catarina,PC,6,5900.00 
382,1-31-2022,São Paulo,Impressora,7,699.00 
383,2-24-2022,Pará,Notebook,1,3789.00 
384,5-16-2022,Pernambuco,Notebook,2,3789.00 
385,8-23-2022,Rio de Janeiro,Impressora,7,699.00 
386,4-1-2022,Distrito Federal,Nobreak,7,1279.00 
387,1-19-2022,Minas Gerais,Monitor,2,1200.00 
388,11-3-2022,São Paulo,Caixa de som,6,79.00 
389,4-12-2022,Bahia,Caixa de som,9,79.00 
390,6-30-2022,São Paulo,Notebook,10,3789.00 
391,3-30-2022,Rio de Janeiro,Tablet,8,1349.00 
392,7-29-2022,São Paulo,Notebook,2,3789.00 
393,4-26-2022,Minas Gerais,Teclado,3,180.00 
394,6-1-2022,São Paulo,Impressora,8,699.00 
395,5-13-2022,São Paulo,PC,10,5900.00 
396,11-29-2022,Rio Grande do Norte,Nobreak,8,1279.00 
397,1-18-2022,São Paulo,Nobreak,2,1279.00 
398,11-19-2022,Rio de Janeiro,Tablet,7,1349.00 
399,9-14-2022,Minas Gerais,Teclado,1,180.00 
400,3-18-2022,Paraná,Monitor,7,1200.00 
401,1-15-2022,São Paulo,Teclado,4,180.00 
402,5-28-2022,Rio Grande do Sul,Caixa de som,8,79.00 
403,4-8-2022,Goiás,Notebook,9,3789.00 
404,11-17-2022,São Paulo,Monitor,8,1200.00 
405,8-4-2022,Santa Catarina,Monitor,5,1200.00 
406,1-26-2022,Paraná,Teclado,5,180.00 
407,12-30-2022,Rio de Janeiro,Impressora,9,699.00 
408,3-21-2022,Bahia,Notebook,3,3789.00 
409,10-21-2022,Rio de Janeiro,Monitor,4,1200.00 
410,8-27-2022,Rio Grande do Sul,Impressora,1,699.00 
411,10-28-2022,Goiás,Notebook,10,3789.00 
412,5-4-2022,São Paulo,Teclado,10,180.00 
413,12-28-2022,São Paulo,Notebook,5,3789.00 
414,3-15-2022,Pernambuco,Teclado,10,180.00 
415,10-15-2022,Distrito Federal,Teclado,7,180.00 
416,4-1-2022,Espírito Santo,Monitor,5,1200.00 
417,1-17-2022,Rio de Janeiro,Caixa de som,5,79.00 
418,2-4-2022,Espírito Santo,Nobreak,5,1279.00 
419,1-13-2022,Distrito Federal,Teclado,3,180.00 
420,9-27-2022,São Paulo,Monitor,3,1200.00 
421,6-3-2022,Rio Grande do Sul,PC,4,5900.00 
422,10-4-2022,São Paulo,Tablet,4,1349.00 
423,8-11-2022,São Paulo,Teclado,3,180.00 
424,2-26-2022,Bahia,Teclado,2,180.00 
425,6-10-2022,São Paulo,Teclado,5,180.00 
426,4-3-2022,São Paulo,Tablet,5,1349.00 
427,1-19-2022,Distrito Federal,Teclado,10,180.00 
428,5-10-2022,Goiás,PC,2,5900.00 
429,8-31-2022,Bahia,Caixa de som,2,79.00 
430,11-28-2022,São Paulo,Monitor,8,1200.00 
431,5-29-2022,São Paulo,Impressora,6,699.00 
432,4-19-2022,Ceará,Webcam,1,150.00 
433,9-28-2022,São Paulo,Impressora,3,699.00 
434,1-13-2022,Pará,Webcam,10,150.00 
435,1-16-2022,São Paulo,Monitor,10,1200.00 
436,4-27-2022,Goiás,PC,3,5900.00 
437,9-19-2022,São Paulo,Caixa de som,4,79.00 
438,11-18-2022,Rio de Janeiro,Monitor,8,1200.00 
439,3-22-2022,Minas Gerais,PC,10,5900.00 
440,12-17-2022,São Paulo,Mouse,8,112.00 
441,6-14-2022,Bahia,Monitor,8,1200.00 
442,10-15-2022,Paraná,Mouse,6,112.00 
443,4-13-2022,São Paulo,Notebook,1,3789.00 
444,12-6-2022,Rio Grande do Norte,Notebook,1,3789.00 
445,6-15-2022,Mato Grosso do Sul,Notebook,4,3789.00 
446,12-1-2022,São Paulo,Tablet,6,1349.00 
447,3-8-2022,Rio de Janeiro,Notebook,3,3789.00 
448,8-3-2022,Espírito Santo,Notebook,4,3789.00 
449,5-31-2022,Bahia,Impressora,2,699.00 
450,6-20-2022,Bahia,Mouse,4,112.00 
451,6-20-2022,Rio Grande do Sul,Impressora,1,699.00 
452,9-12-2022,Espírito Santo,Webcam,6,150.00 
453,12-26-2022,Distrito Federal,Impressora,7,699.00 
454,10-20-2022,São Paulo,Teclado,10,180.00 
455,6-27-2022,São Paulo,Impressora,1,699.00 
456,9-6-2022,São Paulo,Tablet,3,1349.00 
457,10-14-2022,São Paulo,Impressora,9,699.00 
458,10-1-2022,Alagoas,Caixa de som,1,79.00 
459,3-20-2022,Goiás,Impressora,2,699.00 
460,12-31-2022,Distrito Federal,Impressora,7,699.00 
461,8-21-2022,Rio de Janeiro,Webcam,5,150.00 
462,12-17-2022,Rio de Janeiro,Notebook,3,3789.00 
463,8-25-2022,Minas Gerais,Caixa de som,4,79.00 
464,5-24-2022,Paraná,Notebook,7,3789.00 
465,7-23-2022,São Paulo,Impressora,3,699.00 
466,5-2-2022,Goiás,Mouse,7,112.00 
467,2-22-2022,Santa Catarina,Notebook,4,3789.00 
468,5-16-2022,Rio de Janeiro,Teclado,3,180.00 
469,7-24-2022,São Paulo,Webcam,5,150.00 
470,11-2-2022,Rio Grande do Sul,PC,10,5900.00 
471,12-28-2022,Minas Gerais,Monitor,7,1200.00 
472,12-23-2022,Pará,Webcam,2,150.00 
473,7-18-2022,São Paulo,Impressora,5,699.00 
474,12-21-2022,São Paulo,Mouse,3,112.00 
475,2-25-2022,Minas Gerais,Impressora,6,699.00 
476,4-26-2022,Rio de Janeiro,Monitor,5,1200.00 
477,11-19-2022,Minas Gerais,Webcam,2,150.00 
478,8-23-2022,Goiás,Tablet,1,1349.00 
479,1-4-2022,Paraná,Notebook,6,3789.00 
480,11-14-2022,Minas Gerais,Teclado,10,180.00 
481,8-6-2022,Minas Gerais,Mouse,2,112.00 
482,6-25-2022,Paraná,Monitor,2,1200.00 
483,5-18-2022,Pernambuco,Nobreak,9,1279.00 
484,10-29-2022,Rio de Janeiro,Webcam,5,150.00 
485,4-13-2022,Goiás,Notebook,10,3789.00 
486,7-6-2022,Goiás,Teclado,9,180.00 
487,1-2-2022,Distrito Federal,Mouse,1,112.00 
488,11-6-2022,São Paulo,Notebook,2,3789.00 
489,7-22-2022,Mato Grosso,Monitor,6,1200.00 
